javanese,indonesian
"Paketku uga sampek saiki ora teka-teka wis limang dina statuse nganggo pengiriman kurir jakarta, nemen saiki jne","Paket saya juga sampai sekarang tidak sampai sampai sudah 5 hari statusnya dengan pengiriman courier jakarta, parah sekarang jne"
"Adol iwak pitik bakar taliwang nanging iwak pitik sing disajikne kaya karet lan ora muasne, lan rasane hambar, sambele uga apa eneke. Saka kabeh ngecewakne pol lan aku ora bakal kaping lorone mrono eneh","Jual ayam bakar taliwang tapi ayam yang disajikan seperti karet dan tidak memuaskan, dan rasanya hambar, sambalnya juga alakadarnya. Dari keseluruhan sangat mengecewakan dan saya tidak akan ke dua kalinya ke sana lagi"
Dalan. Sukajadi lak bengi biasane ana wang-wang sing ngguwak reget ning pinggir dalan! wang-wang koyo ngana iku kudu diilangne.,Jalan. Sukajadi kalau malam suka ada warga yang buang sampah di pinggir jalan! orang-orang kayak gitu harus dimusnahkan
Paling favorit ing resto iki yaiku bubur 3 rasa. 1 mangkok gede bisa kanggo wong loro karo bojo. Banjur akeh menune kanggo tambahan mangan karo bubur. Rega lan rasa pas. Lan sing mesthi kanca mangan bubur yaiku teh anget hmmm. Enak!,Paling favorit di resto ini adalah bubur 3 rasa. 1 mangkok besar bisa untuk berdua sama suami. Lalu banyak menunya untuk tambahan makan sama bubur. Harga dan rasa sesuai. Dan yang pasti teman makan bubur adalah teh hangat hmmm. Enak!
Indosat yaiku panyebab aku nesu saben dina,Indosat adalah penyebab gue marah tiap hari
Restoran iki yaiku panggonan sing cocok kanggo mangan wengi bareng pasangan lan kaluwarga kanthi panganan sing cukup enak lan pemandangan sing apik. Suwasanane uga apik kanthi hiasan klasik saka pojok nganti lawang mlebune.,Restoran ini merupakan tempat yang cocok untuk makan malam bersama pasangan dan keluarga dengan makanan yang cukup enak dan pemandangan yang bagus. Suasananya juga baik dengan hiasan klasik dari pojok sampai pintu masuknya. 
"Konsepe restoran biasa ae, nanging rega ombee kok larang banget. Mbok dimurahne sitik ta masiyo ning panggon dolan hehe. Maleh mikir bolak-balik dinggo tuku.","Konsep restoran biasa saja, tapi harga minumannya kok mahal banget. Dimurahinlah dikit meskipun di daerah wisata hehe. Jadi mikir berkali-kali buat beli."
Susune seger kanthi kluban sing mantep lan rasa kuwahe sing enak lan pelayanane sing tenan super grapyak.,Susunya segar dengan sayuran yang mantap dan rasa kuah yang enak dan pelayanan yang sangat super ramah.
"Gelo aku menehi ngerti kowe, Farrel","Menyesal nih gue kasih tahu loe, Farrel"
"Sengit lah, aling parkir ora bener, marakake dalanan sempit tok maneh, giliran mobile baret ngomyang-ngomyang nuduh sembarang uwong","Kesel lah, mana parkir tidak benar, bikin jalanan sempit doang lagi, giliran mobilnya baret misuh-misuh menuduh sembarang orang"
"Resto iki aku rekomendasikake kanggo kowe tekani yen kowe pengen nyantap karo nikmati surup. Amarga lokasine sing ana ing dhataran dhuwur, kowe iso nikmati kaendahan alam pegununungan lan suwasana kota. Kanggo panganane dhewe ana sawetara cita rasa, saka masakan daerah, indonesia, nganti internasional.","Resto ini saya rekomendasikan untuk anda singgahi jika anda ingin bersantap sambil menikmati sunset. Karena letaknya yang berada di dataran tinggi, anda dapat menikmati keindahan alam pegunungan dan suasana kota. Untuk makananannya sendiri ada beberapa cita rasa, dari masakan daerah, indonesia hingga internasional."
"Nyayahake tenan, mbalik lunga saka kampus sore pisan ditambah kerja kelompok sing ora ana enteke, deadline tugas uga mepet tenan","Sangat melelahkan, balik pergi ke kampus sore sekali ditambah kerja kelompok yang tidak ada abisnya, deadline tugas juga mepet sekali"
Bali duwe pulo akeh sing isa ditekani.,Bali punya banyak pulau yang bisa dikunjungi.
"Aku mangan isuk ning restoran lantai 18 iki lan ndilalah aku entuk panggon lungguh ning njaba utawa balkon. Bantalan panggone lungguh ketok akeh regete. Angine nyebul banter makane mangan isuk maleh ora nyaman. Tak saranne lak awakmu mangan ning restoran iki, pilih panggon lungguh ning jero dinggo nyamane.","Saya makan pagi di restoran lantai 18 ini dan kebetulan saya mendapatkan tempat duduk di luar atau balkon. Bantalan tempat duduknya terlihat banyak noda kotoran. Angin sangat kencang bertiup sehingga makan pagi tidak nyaman. Saya sarankan apabila anda makan di restoran ini, pilih tempat duduk di dalam untuk kenyamanan."
Kilang lenga sing diambakne pt pertamina nyerep 20 ewu luwih tenaga nyambut gawe,Perluasan kilang minyak pt pertamina serap 20 ribu lebih tenaga kerja
"Restoran ning padma hotel mlebu salah siji panggon sing nyaman lan indah karo pemandangan bukit, lembah lan wit-witan sing ijo. Dadi isa nikmati panganan karo kahanan sing seje. Panganan ning kene cukup rena-rena lan akeh pilihane ora beda adoh karo restoran-restoran liyane ning bandung, nanging ning kene ana pilihan tradisional sing nggarai aawakmu isa ngrasakne khas panganan sing seje karo nikmati alam.","Restoran di padma hotel termasuk salah satu tempat yang nyaman dan indah dengan pemandangan bukit, lembah dan pepohonan yang hijau. Sehingga bisa menikmati makanan dengan suasana yang berbeda. Makanan di sini cukup bervariasi dan banyak pilihan tidak beda jauh dengan restoran-restoran lain di bandung, tapi di sini ada menu pilihan tradisional yang membuat anda bisa merasakan khas makanan yang berbeda sambil menikmati alam."
Saiki udu jamane janji. Dhewe rakyat uwis bosen alias muak,Sekarang bukan zaman janji. Km rakyat sudah bosan alias muak
Aku lan bojoku biasane nginep ning jimbaran pas dolan nyang bali,Aku dan suami biasanya menginap di jimbaran saat berkunjung ke bali
"Bingung wis, mesti ae ora isa melu nangkring merga pancene rame banget. Yauwislah ya ketoke pancen luwih enak aku drive thru ae berhubung ning pusat kutha posisine sumpah iki mcd paling rame.","Bingung deh, selalu saja tidak bisa ikutan nongkrong karena memang ramai sekali. Yasudahlah ya sepertinya memang lebih enak aku drive thru saja berhubung di pusat kota posisinya sumpah ini mcd paling ramai. "
"Bocah jiden soksokan ora wedi, dijei nonton film horror oke ayok, rampung nonton ora wani nang kamar mandi","Penakut tapi soksikan tidak takut, diajak nonton film horror oke ayok, selesai menonton tidak berani ke kamar mandi"
"Kuwalitas lounge nguciwakake tenan. Adoh saka eskalator, lewat lorong-lorong kotor. Desain sempit dawa.","Kualitas lounge amat mengecewakan. Jauh dari eskalator, melalui lorong-lorong kotor. Desain sempit memanjang."
"Sanadyan ora tau etuk gubug pinggir sawah, nanging pesona lan kanyamanan mangan ning gubug liya ora dadi biji minus kanggo panggonan mangan iki. Akeh gubug sing kapenak kanggo didadekake panggonan mangan, kuwalitas panganane uga super lan enak. Coba iwak bakar godhong, wangi, pedes, lan sedep banget.","Meski tidak pernah mendapatkan gubug tepi sawah, namun pesona dan kenyamanan makan di gubug lain tak menjadi nilai minus bagi tempat makan ini. Banyak gubug yang nyaman untuk dijadikan tempat bersantap, kualitas makanannya pun super dan enak. Coba ikan bakar daun, wangi, pedas dan sedap sekali."
Yen urusan panganan sing enak-enak kaya iki rajane. Udu mung panganan sing mantap nanging susasanane makin anget apa maneh bareng kaluwarga utawa kanca. Lagu-lagune uga nglipur tenan.,Kalau urusan makanan yang enak-enak sepertinya inilah rajanya. Bukan hanya makanan yang mantap tapi suasananya pun semakin hangat apalagi bersama keluarga atau teman. Lagu-lagunya juga menghibur banget.
"Uwis kaping pirang-pirang mangan ing panggonan iki. Menu yaiku menu khas sunda, utamane kasadia menu sing uwis langka ditemukake ing omah mangan liyane ing bandung. Rasa panganane, tenan enak","Sudah beberapa kali makan di tempat ini. Menu merupakan menu khas sunda, terutama tersedia menu yang sudah jarang ditemukan di rumah makan lainnya di bandung. Rasa makanan, sungguh lezat"
Rakyat wis waleh krungu ocehane politikus sing apik nyapo ora omong apik. Nyapo kabeh sing dilakoni pemerintah. Kabeh ora ana apike.,Rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik. Kenapa semua yang dilakukan pemerintah. Semuanya tidak ada baiknya.
"Ngenteni mal istana plaza buka ing dina isuk, apike mampir ing mangkok ayam ing pelataran lantai 1 istana plaza, macem-macem jenis menu pilian panganan indonesia, panganan china kasedia. Apike dijajal mi ayam rica tenan puas banget karo ngombe kopi ing dina isuk.","Menunggu mal istana plaza buka di pagi hari, sebaiknya mampir di mangkok ayam di pelataran lantai 1 istana plaza, berbagai macam menu pilihan indonesia food, chinese food tersedia. Sebaiknya dicoba mi ayam rica sungguh sangat puas sembari minum kopi di pagi hari."
"Mangan ing kene cukup nikmat amarga menune aneka warna, mulai saka menu indonesia, asia, tekan tiongkok. Dadi isa nyoba rasa sing aneka warna. Rasane uga ora kalah enak. Panggonane cukup nyaman, pelayanane uga cepet","Makan di sini cukup nikmat karena menunya beragam, dari mulai menu indonesia, asia, hingga tiongkok. Sehingga bisa mencoba rasa yang beragam. Rasanya juga tidak kalah enak. Tempatnya cukup nyaman, pelayanannya pun cepat"
"Mangan ning nduwur gunung karo pemandangan lampu kutha lak bengi iku apik banget. Panganane ya enak, regane biasa kaya ning kafe liyane.",Makan di atas gunung degan pemandangan lampu kota kalau malam sangat indah. Makanannya juga enak harga standar seperti kafe yang lain.
"Sebenere rodok lucu uga sih nyang bandung, nanging kok mangan pizza hut. Mung merga lagi pengen pizza. Rasane ora seje karo sing ning Jakarta.","Sebenarnya agak lucu juga sih ke bandung, tapi kok makan pizza hut. Hanya karena lagi ingin pizza. Rasanya tidak berbeda dengan yang di Jakarta."
"Biyen aku seneng banget mangan ning kene wektu podo ning jakarta, lagek eruh lak ning bandung uga ana. Panggone enak banget. Akeh pilihan kahanan sing isa dipilih, sir ning jaba, jero, ngrokok utawa ngge ora, ana panggon dinggo kabeh jenis wong moro. Panganane uga enak seh. Ya pasta-pasta ala wong indonesia.","Dulu suka banget makan di sini waktu sama di jakarta, baru tahu kalau di bandung juga ada. Tempatnya enak banget. Banyak pilihan suasana yang bisa dipilih, mau di luar, indoor, merokok atau ngge tidak, ada tempat buat segala jenis pengunjung. Makanannya juga enak sih. Ya pasta-pasta ala orang indonesia."
Kanggo apa kowe sekolah dhuwur-dhuwur nanging ngomong kaya asu njegok.,Untuk apa kau sekolah tinggi-tinggi tapi ngomong macam anjing menggonggong.
"Apik lan kapenak panggon, panggonane direkomendasikake banget kanggo mangan mbengi. Teka karo pasangan diladeni karo mbak dela, dijelaskake detail lan grapyak banget. Menune variatif lan enak, pas teka aku lan pasangan njajal menu lokal lan asinge, loro-lorone padha-padha enak. Kanggo saran bae, aja teka marang panggonan iki, isa-isa mbolak-mbalik teka, hehehehe. Pemandangane luwar biasa.","Bagus dan nyaman tempat, tempatnya rekomendasi banget buat makan malam. Datang sama pasangan dilayani sama mbak dela, dijelaskan detail dan ramah banget. Menunya variatif dan enak, pas datang saya sama pasangan nyobain menu lokal dan asingnya, keduanya sama-sama enak. Buat saran saja, jangan datang ke tempat ini, bisa-bisa malah bolak balik datang, hehehehe. Pemandangannya luar biasa."
"Dingge sing seneng legi, njajal sega pitik jamure. Lak ora seneng, jajal pilih sega iwak asin. Sing terkenal satene, disajikne ning nduwur piring panas. Pilihan liyane sing akeh dipesen yaiku tahu goreng.","Buat yang suka manis, coba nasi ayam jamurnya. Kalau tidak suka, coba pilih nasi ikan asin. Yang terkenal satenya, disajikan di atas piring panas. Pilihan lain yang banyak dipesan adalah tahu goreng."
Aku seneng banget mangan ning kene. Regane ora patia larang lan rasane enak. Sing paling aku seneng jamur panggange. Akeh kejune lan lembut. Saben mrene mesthi pesen iki.,Saya suka sekali makan di sini. Harganya tidak terlalu mahal dan rasanya enak. Yang paling saya suka jamur panggangnya. Banyak kejunya dan lembut. Tiap kali ke sini pasti order ini.
"Ing restoran kuwi kasadia akeh pilian panganan, mulai saka sing murah nganti sing larang","Di restoran itu tersedia banyak pilihan makanan, mulai dari yang murah hingga yang mahal"
Panggonan sing nyaman lan alami kanggo nggawa kaluwarga santai suasana pedesan alami. Ngenalake bocah karo alam,Tempat yang nyaman dan alami untuk membawa keluarga relaks suasana pedesaan alami. Mengenalkan anak pda alam
"Uwis seminggu iki pdam ing daerahe dhewe ora mili, apa stok banyu pdam entek. Tanggung jawab tah","Sudah seminggu ini pdam di daerah kami tidak mengalir, apa stok air pdam habis. Tanggung jawab dong"
Kerja saka isuk sampek isuk maneh iku mung bakale nyiksa awake dewe. Dadi ora usah kenemenen lak soal gawean.,Kerja dari pagi sampai pagi lagi itu cuma bakal menyiksa diri sendiri. Jadi tidak usah berlebihan kalau soal kerjaan.
"Rasa panganane ora semewah regane. Kelarangen dinggo pengunjung keluarga, grup kanca utawa bisnis.","Rasa makanan tidak semewah harganya. Overpriced untuk pengunjung keluarga, grup teman atau bisnis."
"Lak mampir nyang sukabumi, aja lali nyicip bubur ayam hamid. Asli, enak banget, seje karo bubur ayam ing panggon liyane. Suwiran iwak pitike lumayan akeh, bumbune uga krasa banget, apameneh lak adewe mangane ditambahi sate rempela utawa usus. Dijamin bakale nagihi!","Kalau mampir ke sukabumi, jangan lupa nyicip bubur ayam hamid. Asli, enak banget, beda dengan bubur ayam di tempat lain. Suiran ayamnya lumayan banyak, bumbunya juga terasa banget, apalagi jika kita makannya ditambah sate ampela atau usus. Dijamin bakal ketagihan!"
Tulunglah pihak telkomsel direvisi rega-rega paket internete regane saklangit.,Tolonglah pihak telkomsel di revisi harga-harga paket internetnya harganya selangit.
Sing kinurmatan tulung dong jawab pesenku. Matur suwun,Yang terhormat tolong dong respon pesan saya. Terima kasih
Ora mung jenenge tok swike waled. Rasane podo enake karo sing ning desa waled cirebon kuahe taucone asine pas. Swieke gorenge uga enak. Mung regane radak larang timbang swike ning cirebon.,Bukan hanya namanya saja swike waled. Rasanya sama enaknya dengan yang di desa waled cirebon kuahnya tauconya asinnya pas. Swieke gorengnya juga enak. Cuma harganya agak mahal dibanding swike di cirebon.
Entukno hardisk nganggo rega promo dinggo mben pesen jasa isi hardisk kebeg 1 tb,Dapatkan hardisk dengan harga promo untuk setiap pemesanan jasa isi hardisk penuh 1 tb
"Restoran unik karo menu sega goreng sing unik pisan. Sega goreng sing disajikne nganggo level pedes sing seje-seje. Sampeyan seneng pedes kudu njajal sega goreng ning kene. Saklintune punika, sega goreng disajikne nganggo rena-rena resep kaya nganggo ebi, kemangi, kecap legi, bumbu rahasia sampek karo campuran kencur. Mben porsi disajikne nganggo takaran sing pas. Rega mben porsine mulai rp 13. 000 - rp 21. 000. Pelayanane nyenengne banget.","Restoran unik dengan menu nasi goreng yang unik pula. Nasi goreng disajikan dengan level kepedasan yang berbeda-beda. Anda penggemar pedas harus mencoba nasi goreng di sini. Selain itu, nasi goreng disajikan dengan berbagai resep seperti dengan ebi, kemangi, kecap manis, bumbu rahasia sampai dengan campuran kencur. Per porsi disajikan dengan takaran yang pas. Harga per porsinya mulai rp 13. 000 - rp 21. 000. Pelayanan sangat menyenangkan."
Nganggo telkomsel pengen nesu terus mung mbagikake capture kurang saka 100 kb muteer terus ujunge gagal. Nanging yen dipompakake ngomonge jaringane ora ana masalah.,Pakek telkomsel pengin marah terus hanya berbagi capture kurang dari 100 kb muteer terus berujung gagal. Tetapi kalau dipompakan bilangnya jaringan tidak bermasalah.
"Dienteni ae, mesti diwehi. Biasane paling suwi seminggu kok e","Ditunggu saja, pasti dikasih. Biasa maksimal seminggu kok"
"Enak, panggonane resik nyaman, lan panganan sing disajikake reno-reno. Kajaba kuwi panggonane sing ana ing kutha ndadikake panggonan nggo ngaso uwong-uwong sing blanja lan pegawe kantoran. Regane mesthi wae larang nanging padha karo rasane","Enak, tempatnya bersih nyaman, dan makanan yang disajikan pun bervariasi. Selain itu tempatnya yang berada di kota menjadikan tempat istirahat orang-orang yang berbelanja dan pekerja kantoran. Harganya memang mahal tapi setara dengan rasanya"
