source_text,target_text
"Translate Javanese to Indonesian: Uwis pirang-pirang marang mrene, panganane lumayan enak, saung-saunge uga nggawe suwasana mangan lan nyantai dadi nikmat, ditambah karo suwara kali cilik nambah suwasana dadi tambah alami. Dianjurake teka marang mrene mbengi amarga luwih apik.","Sudah beberapa kali ke sini, makanan lumayan enak, saung-saungnya juga membuat suasana makan dan bersantai jadi nikmat, ditambah dengan suara sungai kecil menambah suasana jadi bertambah alami. Dianjurkan datang ke sini malam hari karena lebih indah."
Translate Javanese to Indonesian: Panganan ning kene enak banget. Cocok dinggo pertemuan kantor utawa bareng keluwarga gede regane mirah,Makanan di sini sangat enak. Cocok untuk pertemuan kantor atau bersama keluarga besar harga terjangkau
Translate Javanese to Indonesian: DHL lagi mbukak lowongan kerja dinggo customer service,DHL sedang membuka lowongan pekerjaan untuk customer service
Translate Javanese to Indonesian: Aku njajal sing ning cedek kantor walikota. Aku pesen bakso malang super komplet. Rasane enak. Wareg. Regane uga mlebu akal.,Saya coba yang di dekat kantor walikota. Saya pesan bakso malang super komplet. Rasanya enak. Kenyang. Harga juga masuk akal.
"Translate Javanese to Indonesian: Panggon mangan ning jaba sing amba nyajikne kabeh panganan saka tradisional sampek sing paling modern, nanging rega sing murah meriah sampek sing larang. Penataan dekorasi sing apik bakal nggarai betah.","Tempat makan di luar yang luas menyajikan segala makanan dari tradisional hingga yang termodern, dari harga yang murah meriah hingga yang mahal. Penataan dekorasi yang apik akan membuat betah. "
Translate Javanese to Indonesian: Sing kudu banget dijajal ning rsto iki ana jus stroberi tanpo susu utawa gula. Asli enak banget. Kayake 1 gelas ae kurang ta.,Yang wajib banget dicoba di resto ini ada jus stroberi tanpa susu atau gula. Asli enak banget. Kayaknya 1 gelas saja kurang deh.
"Translate Javanese to Indonesian: Resto panganan barat sing regane kaki lima, ditambah pemandangan alam sing apik, suasanane sing romantis, asal aja udan, amarga ing teras dibenake kabuka. Resto favorit kaluwargaku.","Resto makanan barat dengan harga kaki lima, ditambah pemandangan alam yang indah, suasana yang romantis, asal jangan hujan, karena di teras dibiarkan terbuka. Resto favorit keluarga saya."
"Translate Javanese to Indonesian: Pithik gorenge enak ing kene. Cocok kanggo sing lebare perjalanan adoh. Aku marang kene mulih saka njaba kutha, dadi mangane pas ngelih ngono deh. Marakake weteng wareg, panganane enak banjur pelayanane mantap. Kasire ayu ayu","Ayam gorengnya enak di sini. Cocok buat yang habis perjalanan jauh. Saya ke sini pulang dari luar kota, jadi makannya pas lapar gitu deh. Bikin perut kenyang, makanannya enak terus pelayanannya mantap. Kasirnya cantik cantik"
"Translate Javanese to Indonesian: Paketku uga sampek saiki ora teka-teka wis limang dina statuse nganggo pengiriman kurir jakarta, nemen saiki jne","Paket saya juga sampai sekarang tidak sampai sampai sudah 5 hari statusnya dengan pengiriman courier jakarta, parah sekarang jne"
"Translate Javanese to Indonesian: Adol iwak pitik bakar taliwang nanging iwak pitik sing disajikne kaya karet lan ora muasne, lan rasane hambar, sambele uga apa eneke. Saka kabeh ngecewakne pol lan aku ora bakal kaping lorone mrono eneh","Jual ayam bakar taliwang tapi ayam yang disajikan seperti karet dan tidak memuaskan, dan rasanya hambar, sambalnya juga alakadarnya. Dari keseluruhan sangat mengecewakan dan saya tidak akan ke dua kalinya ke sana lagi"
Translate Javanese to Indonesian: Dalan. Sukajadi lak bengi biasane ana wang-wang sing ngguwak reget ning pinggir dalan! wang-wang koyo ngana iku kudu diilangne.,Jalan. Sukajadi kalau malam suka ada warga yang buang sampah di pinggir jalan! orang-orang kayak gitu harus dimusnahkan
Translate Javanese to Indonesian: Paling favorit ing resto iki yaiku bubur 3 rasa. 1 mangkok gede bisa kanggo wong loro karo bojo. Banjur akeh menune kanggo tambahan mangan karo bubur. Rega lan rasa pas. Lan sing mesthi kanca mangan bubur yaiku teh anget hmmm. Enak!,Paling favorit di resto ini adalah bubur 3 rasa. 1 mangkok besar bisa untuk berdua sama suami. Lalu banyak menunya untuk tambahan makan sama bubur. Harga dan rasa sesuai. Dan yang pasti teman makan bubur adalah teh hangat hmmm. Enak!
Translate Javanese to Indonesian: Indosat yaiku panyebab aku nesu saben dina,Indosat adalah penyebab gue marah tiap hari
Translate Javanese to Indonesian: Restoran iki yaiku panggonan sing cocok kanggo mangan wengi bareng pasangan lan kaluwarga kanthi panganan sing cukup enak lan pemandangan sing apik. Suwasanane uga apik kanthi hiasan klasik saka pojok nganti lawang mlebune.,Restoran ini merupakan tempat yang cocok untuk makan malam bersama pasangan dan keluarga dengan makanan yang cukup enak dan pemandangan yang bagus. Suasananya juga baik dengan hiasan klasik dari pojok sampai pintu masuknya. 
"Translate Javanese to Indonesian: Konsepe restoran biasa ae, nanging rega ombee kok larang banget. Mbok dimurahne sitik ta masiyo ning panggon dolan hehe. Maleh mikir bolak-balik dinggo tuku.","Konsep restoran biasa saja, tapi harga minumannya kok mahal banget. Dimurahinlah dikit meskipun di daerah wisata hehe. Jadi mikir berkali-kali buat beli."
Translate Javanese to Indonesian: Susune seger kanthi kluban sing mantep lan rasa kuwahe sing enak lan pelayanane sing tenan super grapyak.,Susunya segar dengan sayuran yang mantap dan rasa kuah yang enak dan pelayanan yang sangat super ramah.
"Translate Javanese to Indonesian: Gelo aku menehi ngerti kowe, Farrel","Menyesal nih gue kasih tahu loe, Farrel"
"Translate Javanese to Indonesian: Sengit lah, aling parkir ora bener, marakake dalanan sempit tok maneh, giliran mobile baret ngomyang-ngomyang nuduh sembarang uwong","Kesel lah, mana parkir tidak benar, bikin jalanan sempit doang lagi, giliran mobilnya baret misuh-misuh menuduh sembarang orang"
"Translate Javanese to Indonesian: Resto iki aku rekomendasikake kanggo kowe tekani yen kowe pengen nyantap karo nikmati surup. Amarga lokasine sing ana ing dhataran dhuwur, kowe iso nikmati kaendahan alam pegununungan lan suwasana kota. Kanggo panganane dhewe ana sawetara cita rasa, saka masakan daerah, indonesia, nganti internasional.","Resto ini saya rekomendasikan untuk anda singgahi jika anda ingin bersantap sambil menikmati sunset. Karena letaknya yang berada di dataran tinggi, anda dapat menikmati keindahan alam pegunungan dan suasana kota. Untuk makananannya sendiri ada beberapa cita rasa, dari masakan daerah, indonesia hingga internasional."
"Translate Javanese to Indonesian: Nyayahake tenan, mbalik lunga saka kampus sore pisan ditambah kerja kelompok sing ora ana enteke, deadline tugas uga mepet tenan","Sangat melelahkan, balik pergi ke kampus sore sekali ditambah kerja kelompok yang tidak ada abisnya, deadline tugas juga mepet sekali"
Translate Javanese to Indonesian: Bali duwe pulo akeh sing isa ditekani.,Bali punya banyak pulau yang bisa dikunjungi.
"Translate Javanese to Indonesian: Aku mangan isuk ning restoran lantai 18 iki lan ndilalah aku entuk panggon lungguh ning njaba utawa balkon. Bantalan panggone lungguh ketok akeh regete. Angine nyebul banter makane mangan isuk maleh ora nyaman. Tak saranne lak awakmu mangan ning restoran iki, pilih panggon lungguh ning jero dinggo nyamane.","Saya makan pagi di restoran lantai 18 ini dan kebetulan saya mendapatkan tempat duduk di luar atau balkon. Bantalan tempat duduknya terlihat banyak noda kotoran. Angin sangat kencang bertiup sehingga makan pagi tidak nyaman. Saya sarankan apabila anda makan di restoran ini, pilih tempat duduk di dalam untuk kenyamanan."
Translate Javanese to Indonesian: Kilang lenga sing diambakne pt pertamina nyerep 20 ewu luwih tenaga nyambut gawe,Perluasan kilang minyak pt pertamina serap 20 ribu lebih tenaga kerja
"Translate Javanese to Indonesian: Restoran ning padma hotel mlebu salah siji panggon sing nyaman lan indah karo pemandangan bukit, lembah lan wit-witan sing ijo. Dadi isa nikmati panganan karo kahanan sing seje. Panganan ning kene cukup rena-rena lan akeh pilihane ora beda adoh karo restoran-restoran liyane ning bandung, nanging ning kene ana pilihan tradisional sing nggarai aawakmu isa ngrasakne khas panganan sing seje karo nikmati alam.","Restoran di padma hotel termasuk salah satu tempat yang nyaman dan indah dengan pemandangan bukit, lembah dan pepohonan yang hijau. Sehingga bisa menikmati makanan dengan suasana yang berbeda. Makanan di sini cukup bervariasi dan banyak pilihan tidak beda jauh dengan restoran-restoran lain di bandung, tapi di sini ada menu pilihan tradisional yang membuat anda bisa merasakan khas makanan yang berbeda sambil menikmati alam."
Translate Javanese to Indonesian: Saiki udu jamane janji. Dhewe rakyat uwis bosen alias muak,Sekarang bukan zaman janji. Km rakyat sudah bosan alias muak
Translate Javanese to Indonesian: Aku lan bojoku biasane nginep ning jimbaran pas dolan nyang bali,Aku dan suami biasanya menginap di jimbaran saat berkunjung ke bali
"Translate Javanese to Indonesian: Bingung wis, mesti ae ora isa melu nangkring merga pancene rame banget. Yauwislah ya ketoke pancen luwih enak aku drive thru ae berhubung ning pusat kutha posisine sumpah iki mcd paling rame.","Bingung deh, selalu saja tidak bisa ikutan nongkrong karena memang ramai sekali. Yasudahlah ya sepertinya memang lebih enak aku drive thru saja berhubung di pusat kota posisinya sumpah ini mcd paling ramai. "
"Translate Javanese to Indonesian: Bocah jiden soksokan ora wedi, dijei nonton film horror oke ayok, rampung nonton ora wani nang kamar mandi","Penakut tapi soksikan tidak takut, diajak nonton film horror oke ayok, selesai menonton tidak berani ke kamar mandi"
"Translate Javanese to Indonesian: Kuwalitas lounge nguciwakake tenan. Adoh saka eskalator, lewat lorong-lorong kotor. Desain sempit dawa.","Kualitas lounge amat mengecewakan. Jauh dari eskalator, melalui lorong-lorong kotor. Desain sempit memanjang."
"Translate Javanese to Indonesian: Sanadyan ora tau etuk gubug pinggir sawah, nanging pesona lan kanyamanan mangan ning gubug liya ora dadi biji minus kanggo panggonan mangan iki. Akeh gubug sing kapenak kanggo didadekake panggonan mangan, kuwalitas panganane uga super lan enak. Coba iwak bakar godhong, wangi, pedes, lan sedep banget.","Meski tidak pernah mendapatkan gubug tepi sawah, namun pesona dan kenyamanan makan di gubug lain tak menjadi nilai minus bagi tempat makan ini. Banyak gubug yang nyaman untuk dijadikan tempat bersantap, kualitas makanannya pun super dan enak. Coba ikan bakar daun, wangi, pedas dan sedap sekali."
Translate Javanese to Indonesian: Yen urusan panganan sing enak-enak kaya iki rajane. Udu mung panganan sing mantap nanging susasanane makin anget apa maneh bareng kaluwarga utawa kanca. Lagu-lagune uga nglipur tenan.,Kalau urusan makanan yang enak-enak sepertinya inilah rajanya. Bukan hanya makanan yang mantap tapi suasananya pun semakin hangat apalagi bersama keluarga atau teman. Lagu-lagunya juga menghibur banget.
"Translate Javanese to Indonesian: Uwis kaping pirang-pirang mangan ing panggonan iki. Menu yaiku menu khas sunda, utamane kasadia menu sing uwis langka ditemukake ing omah mangan liyane ing bandung. Rasa panganane, tenan enak","Sudah beberapa kali makan di tempat ini. Menu merupakan menu khas sunda, terutama tersedia menu yang sudah jarang ditemukan di rumah makan lainnya di bandung. Rasa makanan, sungguh lezat"
Translate Javanese to Indonesian: Rakyat wis waleh krungu ocehane politikus sing apik nyapo ora omong apik. Nyapo kabeh sing dilakoni pemerintah. Kabeh ora ana apike.,Rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik. Kenapa semua yang dilakukan pemerintah. Semuanya tidak ada baiknya.
"Translate Javanese to Indonesian: Ngenteni mal istana plaza buka ing dina isuk, apike mampir ing mangkok ayam ing pelataran lantai 1 istana plaza, macem-macem jenis menu pilian panganan indonesia, panganan china kasedia. Apike dijajal mi ayam rica tenan puas banget karo ngombe kopi ing dina isuk.","Menunggu mal istana plaza buka di pagi hari, sebaiknya mampir di mangkok ayam di pelataran lantai 1 istana plaza, berbagai macam menu pilihan indonesia food, chinese food tersedia. Sebaiknya dicoba mi ayam rica sungguh sangat puas sembari minum kopi di pagi hari."
"Translate Javanese to Indonesian: Mangan ing kene cukup nikmat amarga menune aneka warna, mulai saka menu indonesia, asia, tekan tiongkok. Dadi isa nyoba rasa sing aneka warna. Rasane uga ora kalah enak. Panggonane cukup nyaman, pelayanane uga cepet","Makan di sini cukup nikmat karena menunya beragam, dari mulai menu indonesia, asia, hingga tiongkok. Sehingga bisa mencoba rasa yang beragam. Rasanya juga tidak kalah enak. Tempatnya cukup nyaman, pelayanannya pun cepat"
"Translate Javanese to Indonesian: Mangan ning nduwur gunung karo pemandangan lampu kutha lak bengi iku apik banget. Panganane ya enak, regane biasa kaya ning kafe liyane.",Makan di atas gunung degan pemandangan lampu kota kalau malam sangat indah. Makanannya juga enak harga standar seperti kafe yang lain.
"Translate Javanese to Indonesian: Sebenere rodok lucu uga sih nyang bandung, nanging kok mangan pizza hut. Mung merga lagi pengen pizza. Rasane ora seje karo sing ning Jakarta.","Sebenarnya agak lucu juga sih ke bandung, tapi kok makan pizza hut. Hanya karena lagi ingin pizza. Rasanya tidak berbeda dengan yang di Jakarta."
"Translate Javanese to Indonesian: Biyen aku seneng banget mangan ning kene wektu podo ning jakarta, lagek eruh lak ning bandung uga ana. Panggone enak banget. Akeh pilihan kahanan sing isa dipilih, sir ning jaba, jero, ngrokok utawa ngge ora, ana panggon dinggo kabeh jenis wong moro. Panganane uga enak seh. Ya pasta-pasta ala wong indonesia.","Dulu suka banget makan di sini waktu sama di jakarta, baru tahu kalau di bandung juga ada. Tempatnya enak banget. Banyak pilihan suasana yang bisa dipilih, mau di luar, indoor, merokok atau ngge tidak, ada tempat buat segala jenis pengunjung. Makanannya juga enak sih. Ya pasta-pasta ala orang indonesia."
Translate Javanese to Indonesian: Kanggo apa kowe sekolah dhuwur-dhuwur nanging ngomong kaya asu njegok.,Untuk apa kau sekolah tinggi-tinggi tapi ngomong macam anjing menggonggong.
"Translate Javanese to Indonesian: Apik lan kapenak panggon, panggonane direkomendasikake banget kanggo mangan mbengi. Teka karo pasangan diladeni karo mbak dela, dijelaskake detail lan grapyak banget. Menune variatif lan enak, pas teka aku lan pasangan njajal menu lokal lan asinge, loro-lorone padha-padha enak. Kanggo saran bae, aja teka marang panggonan iki, isa-isa mbolak-mbalik teka, hehehehe. Pemandangane luwar biasa.","Bagus dan nyaman tempat, tempatnya rekomendasi banget buat makan malam. Datang sama pasangan dilayani sama mbak dela, dijelaskan detail dan ramah banget. Menunya variatif dan enak, pas datang saya sama pasangan nyobain menu lokal dan asingnya, keduanya sama-sama enak. Buat saran saja, jangan datang ke tempat ini, bisa-bisa malah bolak balik datang, hehehehe. Pemandangannya luar biasa."
"Translate Javanese to Indonesian: Dingge sing seneng legi, njajal sega pitik jamure. Lak ora seneng, jajal pilih sega iwak asin. Sing terkenal satene, disajikne ning nduwur piring panas. Pilihan liyane sing akeh dipesen yaiku tahu goreng.","Buat yang suka manis, coba nasi ayam jamurnya. Kalau tidak suka, coba pilih nasi ikan asin. Yang terkenal satenya, disajikan di atas piring panas. Pilihan lain yang banyak dipesan adalah tahu goreng."
